"Journal title","ISSN","eISSN","Publisher name","Publisher address"
"JOURNAL OF BREATH RESEARCH","1752-7155","1752-7163","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE"
"JOURNAL OF BRIDGE ENGINEERING","1084-0702","1943-5592","ASCE-AMER SOC CIVIL ENGINEERS","1801 ALEXANDER BELL DR, RESTON, USA, VA, 20191-4400"
"JOURNAL OF BRYOLOGY","0373-6687","1743-2820","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF BUILDING ENGINEERING","2352-7102","2352-7102","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF BUILDING PERFORMANCE SIMULATION","1940-1493","1940-1507","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF BUILDING PHYSICS","1744-2591","1744-2583","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"JOURNAL OF BUON","1107-0625","2241-6293","IMPRIMATUR PUBLICATIONS","30 DEM POLIORKETES ST, ATHENS, GREECE, 136 76"
"JOURNAL OF BURN CARE & RESEARCH","1559-047X","1559-0488","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"JOURNAL OF BUSINESS & ECONOMIC STATISTICS","0735-0015","1537-2707","AMER STATISTICAL ASSOC","732 N WASHINGTON ST, ALEXANDRIA, USA, VA, 22314-1943"
"JOURNAL OF CACHEXIA SARCOPENIA AND MUSCLE","2190-5991","2190-6009","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CAMEL PRACTICE AND RESEARCH","0971-6777","2277-8934","CAMEL PUBL HOUSE","67 GANDHI NAGAR WEST, NEAR LALGARH PALACE, BIKANER, INDIA, 334001"
"JOURNAL OF CANCER","1837-9664","1837-9664","IVYSPRING INT PUBL","PO BOX 4546, LAKE HAVEN, AUSTRALIA, NSW, 2263"
"JOURNAL OF CANCER EDUCATION","0885-8195","1543-0154","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY","0171-5216","1432-1335","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"JOURNAL OF CANCER RESEARCH AND THERAPEUTICS","0973-1482","1998-4138","WOLTERS KLUWER MEDKNOW PUBLICATIONS","WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, INDIA, 400059"
"JOURNAL OF CANCER SURVIVORSHIP","1932-2259","1932-2267","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"JOURNAL OF CARBOHYDRATE CHEMISTRY","0732-8303","1532-2327","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"JOURNAL OF CARDIAC FAILURE","1071-9164","1532-8414","CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS","CURTIS CENTER, INDEPENDENCE SQUARE WEST, PHILADELPHIA, USA, PA, 19106-3399"
"JOURNAL OF CARDIAC SURGERY","0886-0440","1540-8191","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CARDIOLOGY","0914-5087","1876-4738","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF CARDIOPULMONARY REHABILITATION AND PREVENTION","1932-7501","1932-751X","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA","1053-0770","1532-8422","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899"
"JOURNAL OF CARDIOTHORACIC SURGERY","1749-8090","1749-8090","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"JOURNAL OF CARDIOVASCULAR COMPUTED TOMOGRAPHY","1934-5925","1934-5925","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY","1045-3873","1540-8167","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","1097-6647","1532-429X","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"JOURNAL OF CARDIOVASCULAR MEDICINE","1558-2027","1558-2035","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"JOURNAL OF CARDIOVASCULAR NURSING","0889-4655","1550-5049","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"JOURNAL OF CARDIOVASCULAR PHARMACOLOGY","0160-2446","1533-4023","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS","1074-2484","1940-4034","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"JOURNAL OF CARDIOVASCULAR SURGERY","0021-9509","1827-191X","EDIZIONI MINERVA MEDICA","CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126"
"JOURNAL OF CARDIOVASCULAR TRANSLATIONAL RESEARCH","1937-5387","1937-5395","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"JOURNAL OF CATALYSIS","0021-9517","1090-2694","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"JOURNAL OF CATARACT AND REFRACTIVE SURGERY","0886-3350","1873-4502","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"JOURNAL OF CAUSAL INFERENCE","2193-3677","2193-3685","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"JOURNAL OF CAVE AND KARST STUDIES","1090-6924","2331-3714","NATL SPELEOLOGICAL SOC","2813 CAVE AVE, HUNTSVILLE, USA, AL, 35810-4431"
"JOURNAL OF CELL BIOLOGY","0021-9525","1540-8140","ROCKEFELLER UNIV PRESS","950 THIRD AVE, 2ND FLR, NEW YORK, USA, NY, 10022"
"JOURNAL OF CELL COMMUNICATION AND SIGNALING","1873-9601","1873-961X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"JOURNAL OF CELL SCIENCE","0021-9533","1477-9137","COMPANY BIOLOGISTS LTD","BIDDER BUILDING, STATION RD, HISTON, CAMBRIDGE, ENGLAND, CB24 9LF"
"JOURNAL OF CELLULAR AND MOLECULAR MEDICINE","1582-1838","1582-4934","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CELLULAR AUTOMATA","1557-5969","1557-5977","OLD CITY PUBLISHING INC","628 NORTH 2ND ST, PHILADELPHIA, USA, PA, 19123"
"JOURNAL OF CELLULAR BIOCHEMISTRY","0730-2312","1097-4644","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CELLULAR PHYSIOLOGY","0021-9541","1097-4652","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CELLULAR PLASTICS","0021-955X","1530-7999","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"JOURNAL OF CENTRAL SOUTH UNIVERSITY","2095-2899","2227-5223","JOURNAL OF CENTRAL SOUTH UNIV","EDITORIAL OFF, CHANGSHA, CHINA MAINLAND, HUNAN, PEOPLES R CHINA, 410083"
"JOURNAL OF CERAMIC PROCESSING RESEARCH","1229-9162","1229-9162","KOREAN ASSOC CRYSTAL GROWTH, INC","SUNGDONG POST OFFICE, P O BOX 27, SEOUL, SOUTH KOREA, 133-600"
"JOURNAL OF CERAMIC SCIENCE AND TECHNOLOGY","2190-9385","2190-9385","GOLLER VERLAG GMBH","ASCHMATTSTRASSE 8, BADEN BADEN, GERMANY, D-76532"
"JOURNAL OF CEREAL SCIENCE","0733-5210","1095-9963","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX"
"JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM","0271-678X","1559-7016","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"JOURNAL OF CHEMICAL AND ENGINEERING DATA","0021-9568","1520-5134","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036"
"JOURNAL OF CHEMICAL CRYSTALLOGRAPHY","1074-1542","1572-8854","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013"
"JOURNAL OF CHEMICAL ECOLOGY","0098-0331","1573-1561","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"JOURNAL OF CHEMICAL EDUCATION","0021-9584","1938-1328","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036"
"JOURNAL OF CHEMICAL ENGINEERING OF JAPAN","0021-9592","0021-9592","SOC CHEMICAL ENG JAPAN","KYORITSU BUILDING 4-16-19 KOHINATA, BUNKYO KU TOKYO, JAPAN, 112"
"JOURNAL OF CHEMICAL INFORMATION AND MODELING","1549-9596","1549-960X","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036"
"JOURNAL OF CHEMICAL NEUROANATOMY","0891-0618","1873-6300","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF CHEMICAL PHYSICS","0021-9606","1089-7690","AMER INST PHYSICS","1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501"
"JOURNAL OF CHEMICAL RESEARCH","1747-5198","2047-6507","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"JOURNAL OF CHEMICAL SCIENCES","0974-3626","0973-7103","INDIAN ACAD SCIENCES","C V RAMAN AVENUE, SADASHIVANAGAR, P B #8005, BANGALORE, INDIA, 560 080"
"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY","0268-2575","1097-4660","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CHEMICAL THEORY AND COMPUTATION","1549-9618","1549-9626","AMER CHEMICAL SOC","1155 16TH ST, NW, WASHINGTON, USA, DC, 20036"
"JOURNAL OF CHEMICAL THERMODYNAMICS","0021-9614","1096-3626","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX"
"JOURNAL OF CHEMINFORMATICS","1758-2946","1758-2946","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"JOURNAL OF CHEMISTRY","2090-9063","2090-9071","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF"
"JOURNAL OF CHEMOMETRICS","0886-9383","1099-128X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CHEMOTHERAPY","1120-009X","1973-9478","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY","1044-5463","1557-8992","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801"
"JOURNAL OF CHILD HEALTH CARE","1367-4935","1741-2889","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"JOURNAL OF CHILD NEUROLOGY","0883-0738","1708-8283","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","0021-9630","1469-7610","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CHILDRENS ORTHOPAEDICS","1863-2521","1863-2548","BRITISH EDITORIAL SOC BONE JOINT SURGERY","22 BUCKINGHAM STREET, LONDON, ENGLAND, WC2N 6ET"
"JOURNAL OF CHROMATOGRAPHIC SCIENCE","0021-9665","1945-239X","OXFORD UNIV PRESS INC","JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513"
"JOURNAL OF CHROMATOGRAPHY A","0021-9673","1873-3778","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES","1570-0232","1873-376X","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS","0218-1266","1793-6454","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224"
"JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT","1392-3730","1822-3605","VILNIUS GEDIMINAS TECH UNIV","SAULETEKIO AL 11, VILNIUS, LITHUANIA, LT-10223"
"JOURNAL OF CIVIL STRUCTURAL HEALTH MONITORING","2190-5452","2190-5479","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"JOURNAL OF CLASSIFICATION","0176-4268","1432-1343","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"JOURNAL OF CLEANER PRODUCTION","0959-6526","1879-1786","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"JOURNAL OF CLIMATE","0894-8755","1520-0442","AMER METEOROLOGICAL SOC","45 BEACON ST, BOSTON, USA, MA, 02108-3693"
"JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","1380-3395","1744-411X","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"JOURNAL OF CLINICAL ANESTHESIA","0952-8180","1873-4529","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"JOURNAL OF CLINICAL APHERESIS","0733-2459","1098-1101","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION","0912-0009","1880-5086","JOURNAL CLINICAL BIOCHEMISTRY & NUTRITION","KYOTO PREFECTURAL UNIV MED, GRAD SCH MEDICAL SCIENCE, DEPT MOLECULAR GASTROENTEROLOGY & HEPATOLOGY, KYOTO, JAPAN, 602-8566"
"JOURNAL OF CLINICAL DENSITOMETRY","1094-6950","1559-0747","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM","0021-972X","1945-7197","ENDOCRINE SOC","2055 L ST NW, SUITE 600, WASHINGTON, USA, DC, 20036"
"JOURNAL OF CLINICAL EPIDEMIOLOGY","0895-4356","1878-5921","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"JOURNAL OF CLINICAL GASTROENTEROLOGY","0192-0790","1539-2031","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"JOURNAL OF CLINICAL HYPERTENSION","1524-6175","1751-7176","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CLINICAL IMMUNOLOGY","0271-9142","1573-2592","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013"
"JOURNAL OF CLINICAL INVESTIGATION","0021-9738","1558-8238","AMER SOC CLINICAL INVESTIGATION INC","2015 MANCHESTER RD, ANN ARBOR, USA, MI, 48104"
"JOURNAL OF CLINICAL LABORATORY ANALYSIS","0887-8013","1098-2825","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030"
"JOURNAL OF CLINICAL LIPIDOLOGY","1933-2874","1876-4789","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"JOURNAL OF CLINICAL MEDICINE","2077-0383","2077-0383","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"JOURNAL OF CLINICAL MICROBIOLOGY","0095-1137","1098-660X","AMER SOC MICROBIOLOGY","1752 N ST NW, WASHINGTON, USA, DC, 20036-2904"
"JOURNAL OF CLINICAL MONITORING AND COMPUTING","1387-1307","1573-2614","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"JOURNAL OF CLINICAL NEUROLOGY","1738-6586","2005-5013","KOREAN NEUROLOGICAL ASSOC","1111 DAEIL BLD, 43 INSA-DONG, JONGNO-GU, SEOUL, SOUTH KOREA, 110-741"
"JOURNAL OF CLINICAL NEUROPHYSIOLOGY","0736-0258","1537-1603","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"JOURNAL OF CLINICAL NEUROSCIENCE","0967-5868","1532-2653","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"JOURNAL OF CLINICAL NURSING","0962-1067","1365-2702","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CLINICAL ONCOLOGY","0732-183X","1527-7755","AMER SOC CLINICAL ONCOLOGY","2318 MILL ROAD, STE 800, ALEXANDRIA, USA, VA, 22314"
"JOURNAL OF CLINICAL PATHOLOGY","0021-9746","1472-4146","BMJ PUBLISHING GROUP","BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR"
"JOURNAL OF CLINICAL PEDIATRIC DENTISTRY","1053-4628","1557-5268","JOURNAL PEDODONTICS INC","5724 HIGHWAY 280 EAST, BIRMINGHAM, USA, AL, 35242"
"JOURNAL OF CLINICAL PERIODONTOLOGY","0303-6979","1600-051X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CLINICAL PHARMACOLOGY","0091-2700","1552-4604","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS","0269-4727","1365-2710","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CLINICAL PSYCHIATRY","0160-6689","1555-2101","PHYSICIANS POSTGRADUATE PRESS","P O BOX 752870, MEMPHIS, USA, TN, 38175-2870"
"JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY","0271-0749","1533-712X","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"JOURNAL OF CLINICAL RESEARCH IN PEDIATRIC ENDOCRINOLOGY","1308-5727","1308-5735","GALENOS YAYINCILIK","MOLLA GURANI MAHALLESI KACAMAK SOKAK NO 21, FINDIKZADE, Turkey, ISTANBUL, 34093"
"JOURNAL OF CLINICAL SLEEP MEDICINE","1550-9389","1550-9397","AMER ACAD SLEEP MEDICINE","2510 N FRONTAGE RD, DARIEN, USA, IL, 60561"
"JOURNAL OF CLINICAL ULTRASOUND","0091-2751","1097-0096","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF CLINICAL VIROLOGY","1386-6532","1873-5967","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF CLOUD COMPUTING-ADVANCES SYSTEMS AND APPLICATIONS","2192-113X","2192-113X","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"JOURNAL OF CLUSTER SCIENCE","1040-7278","1572-8862","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013"
"JOURNAL OF CO2 UTILIZATION","2212-9820","2212-9839","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"JOURNAL OF COASTAL CONSERVATION","1400-0350","1874-7841","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"JOURNAL OF COASTAL RESEARCH","0749-0208","1551-5036","COASTAL EDUCATION & RESEARCH FOUNDATION","5130 NW 54TH STREET, COCONUT CREEK, USA, FL, 33073"
"JOURNAL OF COATINGS TECHNOLOGY AND RESEARCH","1547-0091","1935-3804","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"JOURNAL OF COGNITIVE NEUROSCIENCE","0898-929X","1530-8898","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209"
"JOURNAL OF COLD REGIONS ENGINEERING","0887-381X","1943-5495","ASCE-AMER SOC CIVIL ENGINEERS","1801 ALEXANDER BELL DR, RESTON, USA, VA, 20191-4400"
"JOURNAL OF COLLOID AND INTERFACE SCIENCE","0021-9797","1095-7103","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"JOURNAL OF COMBINATORIAL DESIGNS","1063-8539","1520-6610","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF COMBINATORIAL OPTIMIZATION","1382-6905","1573-2886","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"JOURNAL OF COMBINATORIAL THEORY SERIES A","0097-3165","1096-0899","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"JOURNAL OF COMBINATORIAL THEORY SERIES B","0095-8956","1096-0902","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"JOURNAL OF COMMUNICATION DISORDERS","0021-9924","1873-7994","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"JOURNAL OF COMMUNICATIONS AND NETWORKS","1229-2370","1976-5541","KOREAN INST COMMUNICATIONS SCIENCES (K I C S)","HYUNDAI KIRIM OFFICETEL 1504-6 SEOCHODONG 1330-18, SEOCHOKU, SEOUL, SOUTH KOREA, 137-070"
"JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS","1064-2269","1555-6557","PLEIADES PUBLISHING INC","PLEIADES PUBLISHING INC, MOSCOW, RUSSIA, 00000"
"JOURNAL OF COMMUNITY HEALTH NURSING","0737-0016","1532-7655","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"JOURNAL OF COMMUTATIVE ALGEBRA","1939-0807","1939-2346","ROCKY MT MATH CONSORTIUM","ARIZ STATE UNIV, DEPT MATH, TEMPE, USA, AZ, 85287-1904"
"JOURNAL OF COMPARATIVE EFFECTIVENESS RESEARCH","2042-6305","2042-6313","FUTURE MEDICINE LTD","UNITEC HOUSE, 3RD FLOOR, 2 ALBERT PLACE, FINCHLEY CENTRAL, LONDON, ENGLAND, N3 1QB"
"JOURNAL OF COMPARATIVE NEUROLOGY","0021-9967","1096-9861","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF COMPARATIVE PATHOLOGY","0021-9975","1532-3129","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY","0340-7594","1432-1351","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY","0174-1578","1432-136X","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"JOURNAL OF COMPARATIVE PSYCHOLOGY","0735-7036","1939-2087","AMER PSYCHOLOGICAL ASSOC","750 FIRST ST NE, WASHINGTON, USA, DC, 20002-4242"
"JOURNAL OF COMPLEXITY","0885-064X","1090-2708","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495"
"JOURNAL OF COMPOSITE MATERIALS","0021-9983","1530-793X","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"JOURNAL OF COMPOSITES FOR CONSTRUCTION","1090-0268","1943-5614","ASCE-AMER SOC CIVIL ENGINEERS","1801 ALEXANDER BELL DR, RESTON, USA, VA, 20191-4400"
"JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS","0377-0427","1879-1778","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS","1061-8600","1537-2715","AMER STATISTICAL ASSOC","732 N WASHINGTON ST, ALEXANDRIA, USA, VA, 22314-1943"
"JOURNAL OF COMPUTATIONAL AND NONLINEAR DYNAMICS","1555-1423","1555-1415","ASME","TWO PARK AVE, NEW YORK, USA, NY, 10016-5990"
"JOURNAL OF COMPUTATIONAL AND THEORETICAL TRANSPORT","2332-4309","2332-4325","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"JOURNAL OF COMPUTATIONAL BIOLOGY","1066-5277","1557-8666","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801"
"JOURNAL OF COMPUTATIONAL CHEMISTRY","0192-8651","1096-987X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"JOURNAL OF COMPUTATIONAL DESIGN AND ENGINEERING","2288-4300","2288-4300","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"JOURNAL OF COMPUTATIONAL ELECTRONICS","1569-8025","1572-8137","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
