"Journal title","ISSN","eISSN","Publisher name","Publisher address"
"LABOUR & INDUSTRY-A JOURNAL OF THE SOCIAL AND ECONOMIC RELATIONS OF WORK","1030-1763","2325-5676","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"LANDSCAPE ARCHITECTURE AND ART","2255-8632","2255-8640","LATVIA UNIV AGRICULTURE-LATVIJAS LAUKSAIMNIECIBAS UNIV","LIELA IELA 2, JELGAVA, LATVIA, LV-3001"
"LANDSCAPE ARCHITECTURE FRONTIERS","2095-5405","2095-5413","HIGHER EDUCATION PRESS","CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING, PEOPLES R CHINA, 100029"
"LANDSCAPE JOURNAL","0277-2426","1553-2704","UNIV WISCONSIN PRESS","JOURNAL DIVISION, 1930 MONROE ST, 3RD FL, MADISON, USA, WI, 53711"
"LANGUAGE AND DIALOGUE","2210-4119","2210-4127","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME"
"LANGUAGE AND LINGUISTICS COMPASS","1749-818X","1749-818X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"LANGUAGE AND LITERACY","","1496-0974","LANGUAGE & LITERACY RESEARCHERS CANADA","C/O JAMES NAHACHEWSKY, FAC EDUC, UNIV VICTORIA, VICTORIA, CANADA, BC, V8W 3N4"
"LANGUAGE AND PSYCHOANALYSIS","2049-324X","2049-324X","UNIV EDINBURGH, GLOBAL HEALTH SOC","CENTRE POPULATION HEALTH SCIENCES, OLD MEDICAL SCH, TEVIOT PL, EDINBURGH, SCOTLAND, EH8 9AG"
"LANGUAGE AND SOCIOCULTURAL THEORY","2051-9699","2051-9702","EQUINOX PUBLISHING LTD","415, THE WORKSTATION, 15 PATERNOSTER ROW, SHEFFIELD, ENGLAND, S1 2BX"
"LANGUAGE DOCUMENTATION & CONSERVATION","1934-5275","1934-5275","UNIV HAWAII PRESS","2840 KOLOWALU ST, HONOLULU, USA, HI, 96822"
"LANGUAGE DYNAMICS AND CHANGE","2210-5824","2210-5832","BRILL ACADEMIC PUBLISHERS","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA"
"LANGUAGE LEARNING IN HIGHER EDUCATION","2191-611X","2191-6128","DE GRUYTER MOUTON","GENTHINER STRASSE 13, BERLIN, GERMANY, 10785"
"LANGUAGE LEARNING JOURNAL","0957-1736","1753-2167","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"LANGUAGES IN CONTRAST","1387-6759","1569-9897","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME"
"LANX-JOURNAL OF THE SCUOLA DI SPECIALIZZAZIONE IN ARCHEOLOGIA OF THE UNIVERSITY OF MILAN","2035-4797","2035-4797","UNIV STUDI MILANO, FAC LETTERE & FILOSOFIA","VIA FESTA DEL PERDONO 7, MILAN, ITALY, 20122"
"LAPLAGE EM REVISTA","2446-6220","2446-6220","UNIV FED SAO CARLOS","RODOVIA WASHINGTON LUIS, KM 235, SAN CARLOS, SAO PAULO, BRAZIL, 13565-905"
"LARES-QUADRIMESTRALE DI STUDI DEMOETNOANTROPOLOGICI","0023-8503","2036-511X","CASA EDITRICE LEO S OLSCHKI","VIUZZO DEL POZZETTO, 8, FLORENCE, ITALY, I-50126"
"LARGE-SCALE ASSESSMENTS IN EDUCATION","2196-0739","2196-0739","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"LARYNGOSCOPE INVESTIGATIVE OTOLARYNGOLOGY","2378-8038","2378-8038","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"LATIN AMERICANIST","1557-2021","1557-203X","UNIV NORTH CAROLINA PRESS","BOX 2288, JOURNALS DEPT, CHAPEL HILL, USA, NC, 27515-2288"
"LATIN AMERICAN JOURNAL OF CONTENT & LANGUAGE INTEGRATED-LACLIL","2011-6721","2322-9721","UNIV SABANA, FAC ENFERMARIA","CAMPUS UNIV PUENTE COMUN, KM 21 AUTOPISTA NORTE BOGOTA, D C, CHIA, COLOMBIA, CUNDINAMARCA, 00000"
"LATIN AMERICAN POLICY","2041-7365","2041-7373","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"LATINO STUDIES","1476-3435","1476-3443","PALGRAVE MACMILLAN LTD","BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS"
"LATVIAN JOURNAL OF PHYSICS AND TECHNICAL SCIENCES","0868-8257","0868-8257","SCIENDO","DE GRUYTER POLAND SP Z O O, BOGUMILA ZUGA 32A STR, WARSAW, POLAND, 01-811"
"LAW AND CRITIQUE","0957-8536","1572-8617","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"LAW AND DEVELOPMENT REVIEW","2194-6523","1943-3867","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"LAW AND FINANCIAL MARKETS REVIEW","1752-1440","1752-1459","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"LAW AND HUMANITIES","1752-1483","1752-1491","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"LAW CULTURE AND THE HUMANITIES","1743-8721","1743-9752","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"LAW & PRACTICE OF INTERNATIONAL COURTS AND TRIBUNALS","1569-1853","1571-8034","BRILL ACADEMIC PUBLISHERS","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA"
"LAW TEACHER","0306-9400","1943-0353","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"LAW TEXT CULTURE","1322-9060","2200-7121","UNIV WOLLONGONG","NORTHFIELDS AVE, WOLLONGONG, AUSTRALIA, NSW, 2522"
"LEADERSHIP AND POLICY IN SCHOOLS","1570-0763","1744-5043","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"LEADERSHIP AND THE HUMANITIES","2050-8727","2050-8735","EDWARD ELGAR PUBLISHING LTD","THE LYPIATTS, 15 LANSDOWN RD, CHELTENHAM, ENGLAND, GLOS, GL50 2JA"
"LEADERSHIP IN HEALTH SERVICES","1751-1879","1751-1887","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"LEA-LINGUE E LETTERATURE D ORIENTE E D OCCIDENTE","1824-4920","1824-484X","FIRENZE UNIV PRESS","JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122"
"LEARNING AND TEACHING IN HIGHER EDUCATION-GULF PERSPECTIVES","2077-5504","2077-5504","ZAYED UNIV PRESS","ZAYED UNIV PRESS, DUBAI, U ARAB EMIRATES, 00000"
"LEARNING AND TEACHING-THE INTERNATIONAL JOURNAL OF HIGHER EDUCATION IN THE SOCIAL SCIENCES","1755-2273","1755-2281","BERGHAHN JOURNALS","20 JAY ST, SUITE 512, BROOKLYN, USA, NY, 11201"
"LEARNING COMMUNITIES-INTERNATIONAL JOURNAL OF LEARNING IN SOCIAL CONTEXTS","1329-1440","1329-1440","CHARLES DARWIN UNIV, NORTHERN INST","YELLOW BLDG1, LEVEL 2, ELLENGOWAN DRIVE, DARWIN, AUSTRALIA, N T, 0909"
"LEARNING DISABILITIES-A MULTIDISCIPLINARY JOURNAL","1046-6819","2374-7846","SAGAMORE PUBL LLC","1807 N FEDERAL DR, URBANA, USA, IL, 61801"
"LEARNING HEALTH SYSTEMS","2379-6146","2379-6146","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"LEARNING LANDSCAPES","1913-5688","1913-5688","LEARN","2030 DAGENAIS BLVD WEST, 2ND FLOR, LAVAL, CANADA, QC, H7L 5W2"
"LEARNING ORGANIZATION","0969-6474","1758-7905","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"LEBENSWELT-AESTHETICS AND PHILOSOPHY OF EXPERIENCE","2240-9599","2240-9599","UNIV STUDI MILANO, FAC LETTERE & FILOSOFIA","VIA FESTA DEL PERDONO 7, MILAN, ITALY, 20122"
"LECTORA-REVISTA DE DONES I TEXTUALITAT","1136-5781","2013-9470","UNIV BARCELONA, SERVEI PUBLICACIONS","C ADOLF FLORENSA S-N, BARCELONA, SPAIN, 08028"
"LEDGER","","2379-5980","UNIV PITTSBURGH, UNIV LIBRARY SYSTEM","3960 FORBES AVE, PITTSBURGH, USA, PA, 15260"
"LED I SNEG-ICE AND SNOW","2076-6734","2412-3765","INST GEOGRAPHY, RUSSIAN ACAD SCIENCES","PROFSOYUZNAYA UL 90, MOSCOW, RUSSIA, 117864"
"LEGAL EDUCATION REVIEW","1033-2839","1839-3713","AUSTRALASIAN LAW TEACHERS ASSOC","C/O FAC LAW, UNIV TECHNOLOGY, SYDNEY, PO BOX 222, LINDFIELD, AUSTRALIA, NSW 2070"
"LEGAL ETHICS","1460-728X","1757-8450","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"LEGAL INFORMATION MANAGEMENT","1472-6696","1741-2021","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU"
"LEGAL ISSUES OF ECONOMIC INTEGRATION","1566-6573","1875-6433","KLUWER LAW INT","ZUIDPOOLSINGEL 2, PO BOX 316, ALPHEN AAN DEN RIJN, NETHERLANDS, 2400 AH"
"LEGAL THEORY","1352-3252","1469-8048","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473"
"LEGE ARTIS-LANGUAGE YESTERDAY TODAY TOMORROW","2453-8035","2453-8035","UNIV SS CYRIL & METHODIUS TRNAVA, FAC MASS MEDIA COMMUNICATION","NAMESTIE JOZEFA HERDU 2, TRNAVA, SLOVAKIA, 91701"
"LEGENDA","1316-0524","1316-0524","UNIV LOS ANDES, FAC HUMANIDES & EDUCACION","POSTGRADO LECTURA & ESCRITURA EDIFICIO D, 3 PISO, MERIDA, VENEZUELA, 5101"
"LENGUAJE Y TEXTOS","1133-4770","2530-0075","UNIV POLITECNICA VALENCIA, EDITORIAL UPV","CAMINO VERA S-N, VALENCIA, SPAIN, 46022"
"LENGUA Y HABLA","2244-811X","2244-811X","UNIV LOS ANDES","AVE 1 HOYADA DE MILLA 1-40, MERIDA, VENEZUELA, 5101"
"LENGUA Y MIGRACION-LANGUAGE AND MIGRATION","1889-5425","1889-5425","UNIV ALCALA HENARES, SERVICIO PUBLICACIONES","COLEGIO MAYOR DE SAN ILDEFONSO, PLAZA SAN DIEGO, ALCALA DE HENARES, MADRID, SPAIN, 28801"
"LESNOY ZHURNAL-FORESTRY JOURNAL","0536-1036","0536-1036","NORTHERN ARCTIC FEDERAL UNIV M V LOMONOSOV","NABEREZHNAYA SEVERNOY DVINY, DOM 17, ARKHANGELSK, RUSSIA, 163002"
"LETRAS","0378-4878","2071-5072","UNIV NACIONAL MAYOR SAN MARCOS","CIUDAD UNIVERSITARIA, AV VENEZUELA CDRA. 34 S/N, CASILLA POSTAL 11-0058, LIMA, PERU, 11"
"LETRAS DE HOJE-ESTUDOS E DEBATES EM LINGUISTICA LITERATURA E LINGUA PORTUGUESA","0101-3335","1984-7726","EDITORA UNIV PONTIFICIA UNIV CATOLICA RIO GRANDE SUL-EDIPUCRS","AVE IPIRANGA 6681, PREDIO 33, PORTO ALEGRE, BRAZIL, RS, 90619-900"
"LETRAS VERDES","1390-6631","1390-6631","FAC LATINOAMERICANA CIENCIAS SOCIALES-FLACSO, ECUADOR","CALLE PRADERA E7-174 & DIEGO ALMAGRO, QUITO, ECUADOR, 00000"
"LETTERATURA E LETTERATURE","1971-906X","1973-2600","FABRIZIO SERRA EDITORE","PO BOX  NO,1, SUCC NO. 8, PISA, ITALY, I-56123"
"LETTERS IN SPATIAL AND RESOURCE SCIENCES","1864-4031","1864-404X","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"LETTERS ON MATERIALS","2218-5046","2410-3535","RUSSIAN ACAD SCIENCES, INST METALS SUPERPLASTICITY PROBLEMS","UL STEPANA KHALTURINA, 39, UFA, RUSSIA, 450001"
"LEX HUMANA","2175-0947","2175-0947","UNIV CATOLICA PETROPOLIS","UNIV CATOLICA PETROPOLIS, PETROPOLIS, BRAZIL, 00000"
"LEXONOMICA","1855-7147","1855-7155","UNIV MARIBOR, FAC LAW","MLADINSKA ULICA 9, MARIBOR, SLOVENIA, 2000"
"LFE-REVISTA DE LENGUAS PARA FINES ESPECIFICOS","1133-1127","2340-8561","UNIV PALMAS GRAN CANARIA","PARQUE CIENTIFICO-TECNOLOGICO, EDIF POLIVALENTE II, C/ PRACTICANTE IGNACIO RODRIGUEZ S-N, LAS PALMAS, SPAIN, 35017"
"LIBERABIT-REVISTA DE PSICOLOGIA","1729-4827","2223-7666","UNIV SAN MARTIN PORRES, FAC CIENCIAS COMUNICACION TURISMO & PSICOLOGIA","AVE TOMAS MARSANO 242, ANEXOS 2037 SURQUILLO, LIMA, PERU, 36"
"LIBRARY & INFORMATION HISTORY","1758-3489","1758-3497","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"LIBRARY MANAGEMENT","0143-5124","1758-7921","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"LIBRES-LIBRARY AND INFORMATION SCIENCE RESEARCH ELECTRONIC JOURNAL","1058-6768","1058-6768","NANYANG TECHNOLOGICAL UNIV LIBRARY","50 NANYANG AVE, SINGAPORE, SINGAPORE, 639798"
"LIBRI & LIBERI","1848-3488","1848-5871","CROATIAN ASSOC RESEARCHERS CHILDRENS LITERATURE","SAVSKA CESTA 77, ZAGREB, CROATIA, HR-10000"
"LIBROS DE LA CORTE","1989-6425","1989-6425","UNIV AUTONOMA MADRID, INST UNIV LA CORTE EN EUROPA","CALLE FRANCISCO TOMAS & VALIENTE 1, MADRID, SPAIN, 28049"
"LIFE SCIENCES SOCIETY AND POLICY","2195-7819","2195-7819","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"LIFE SPAN AND DISABILITY","1721-0151","2035-5963","CITTA APERTA EDIZIONI SRL","VIA NAZIONALE, 83, TROINA EN, ITALY, 94018"
"LIMITE-REVISTA DE ESTUDIOS PORTUGUESES Y DE LA LUSOFONIA","1888-4067","2253-7929","UNIV EXTREMADURA, FAC FILOSOFIA & LETRAS","SERV PUBLICACIONES, C PIZZARO 8, CACERES, SPAIN, 10071"
"LIMITE-REVISTA DE FILOSOFIA Y PSICOLOGIA","0718-1361","0718-5065","UNIV TARAPACA, DEPT FILOSOFIA & PSICOLOGIA","AVE GRAL VELASQUEZ, ARICA, CHILE, 1775"
"LINACRE QUARTERLY","0024-3639","2050-8549","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"LINGUAE &-RIVISTA DI LINGUE E CULTURE MODERNE","2281-8952","1724-8698","LED EDIZIONI UNIV","VIA CERVIGNANO 4, MILAN, ITALY, 20137"
"LINGUAGEM-ESTUDOS E PESQUISAS","1519-6240","2358-1042","UNIV FED GOIAS, CAMPUS CATALAO","AV DR LAMARTINE PINTO AVELAR, 1120, SETOR UNIV, CATALAO, BRAZIL, CEP 75704-02"
"LINGUAMATICA","1647-0818","1647-0818","UNIV MINHO, INST EDUCACAO, CENTRO INVESTIGACAO EDUCACAO","CAMPUS GUALTAR, BRAGA, PORTUGAL, 4710"
"LINGUA MONTENEGRINA","1800-7007","1800-7007","INST MONTENEGRIN LANGUAGE & LITERATURE","BLVD MIHAILA LALICA NO 1, PODGORICA, MONTENEGRO, 00000"
"LINGUAS E INSTRUMENTOS LINGUISTICOS","1519-4906","1519-4906","RG EDITORA, UNIV ESTADUAL CAMPINAS-UNICAMP","R FREI CANECA, 171-CONJ 33-CONSOLACAO, SAO PAULO, BRAZIL, 01307-001"
"LINGUAS & LETRAS","1517-7238","1981-4755","UNIV ESTADUAL OESTE PARANA-UNIOESTE","CAMPUS DE CASCAVEL, RUA UNIV, 2069-3O PISO-SALA 82, CASCAVEL, PARANA, BRAZIL, CEP85819-110"
"LINGUE ANTICHE E MODERNE","2281-4841","2281-4841","UNIV STUDI UDINE","VIA PALLADIO 8, PALAZZO FLORIO, UDINE, ITALY, 33100"
"LINGUE E LINGUAGGIO","1720-9331","1720-9331","SOC ED IL MULINO","STRADA MAGGIORE 37, BOLOGNA, ITALY, 40125"
"LINGUISTICA E FILOLOGIA","1594-6517","1594-6517","UNIV DEGLI STUDI BERGAMO","DIPT LINGUE, LETTERATURE & CULTURE COMPARATE, PIAZZA ROSATE 2, BERGAMO, ITALY, 24129"
"LINGUISTICAE INVESTIGATIONES","0378-4169","1569-9927","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME"
"LINGUISTICA PRAGENSIA","0862-8432","1805-9635","CHARLES UNIV PRAGUE, FAC ARTS","NAM JANA PALACHA 2, PRAGUE, CZECH REPUBLIC, 11638"
"LINGUISTICA Y LITERATURA","0120-5587","2422-3174","UNIV ANTIOQUIA, DEPT LINGUISTICA & LITERATURA","FAC COMUNICACIONES, APT 1226, MEDELLIN, COLOMBIA, 00000"
"LINGUISTIC RESEARCH","1229-1374","1229-1374","KYUNGHEE UNIV, INST STUDY LANGUAGE & INFORMATION","1 HOEGI-DONG, DONGDAEMUN-GU, SEOUL, SOUTH KOREA, 130-701"
"LINGUISTICS AND THE HUMAN SCIENCES","1742-2906","1743-1662","EQUINOX PUBLISHING LTD","415, THE WORKSTATION, 15 PATERNOSTER ROW, SHEFFIELD, ENGLAND, S1 2BX"
"LINGUISTICS OF THE TIBETO-BURMAN AREA","0731-3500","2214-5907","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME"
"LINGUISTICS VANGUARD","2199-174X","2199-174X","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"LINGUISTIC VARIATION","2211-6834","2211-6842","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME"
"LINHA D AGUA","0103-3638","2236-4242","UNIV SAO PAULO, FAC FILOSOFIA LETRAS & CIENCIAS HUMANAS","AV PROFESSOR LUCIANO GUALBERTO 315, BUTANTA, SAO PAULO, BRAZIL, SP, 05508-010"
"LINO - REVISTA ANUAL DE HISTORIA DEL ARTE","0211-2574","2341-1139","UNIV OVIEDO","CAMPUS HUMANIDADES, EDIFICIO SERVICIOS,, OVIEDO, SPAIN, ASTURIAS, 33011"
"LIQUID CRYSTALS AND THEIR APPLICATION","1991-3966","1991-3966","IVANOVO STATE UNIV","UL YERMAKA 39, IVANOVO, RUSSIA, 153025"
"LIQUID CRYSTALS TODAY","1358-314X","1464-5181","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"LITERACY AND NUMERACY STUDIES","1441-0559","1839-2903","UNIV TECHNOLOGY, SYDNEY-UTS EPRESS","BROADWAY, PO BOX 123, SYDNEY, AUSTRALIA, NSW, 2007"
"LITERACY RESEARCH AND INSTRUCTION","1938-8071","1938-8063","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"LITERA-JOURNAL OF LANGUAGE LITERATURE AND CULTURE STUDIES","1304-0057","2602-2117","ISTANBUL UNIV, FAC LETTERS","ISTANBUL UNIV EDEBIYAT FAK BATI DILLERI EDEBIYATLARI BOLMU ORDU CAD NO 6, ISTANBUL, TURKEY, 34134"
"LITERARY JOURNALISM STUDIES","1944-897X","1944-8988","INT ASSOC LITERARY JOURNALISM STUDIES","MEDILL SCHOOL OF JOURNALISM, NORTHWESTERN UNIV, 1845 SHERIDAN RD, EVANSTON, USA, IL, 60208"
"LITERARY VOICE","2277-4521","2277-4521","LITERARY VOICE","LITERARY VOICE, PUNJAB, INDIA, 00000"
"LITERATOR-JOURNAL OF LITERARY CRITICISM COMPARATIVE LINGUISTICS AND LITERARY STUDIES","0258-2279","2219-8237","AOSIS","POSTNET SUITE 55, PRIVATE BAG X22, TYGERVALLEY, CAPE TOWN, SOUTH AFRICA, 00000"
"LITERATURA E AUTORITARISMO","1679-849X","1679-849X","UNIV FEDERAL SANTA MARIA","CIDADE UNIV, BAIRRO CAMOBI, SANTA MARIA, BRAZIL, RS, 97105-900"
"LITERATURA E SOCIEDADE","1413-2982","2237-1184","UNIV SAO PAULO, FAC FILOSOFIA LETRAS & CIENCIAS HUMANAS","AV PROFESSOR LUCIANO GUALBERTO 315, BUTANTA, SAO PAULO, BRAZIL, SP, 05508-010"
"LITERATURA-TEORIA HISTORIA CRITICA","0123-5931","2256-5450","UNIV NAC COLOMBIA, FAC CIENCIAS HUMANAS","CIUDAD UNIV, DEPT FILOSOFIA, EDIFICIO 239, BOGOTA DC, COLOMBIA, 00000"
"LITERATURE AND AESTHETICS","1036-9368","2200-0437","SYDNEY SOC LITERATURE & AESTHETICS","C/O STUDIES IN RELIGION A20, UNIV SYDNEY, SYDNEY, AUSTRALIA, NSW 2006"
"LITURGY","0458-063X","1557-3001","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"LIVERPOOL LAW REVIEW","0144-932X","1572-8625","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"LLENGUA & LITERATURA","0213-6554","2013-9527","SOC CATALANA LLENGUA & LITERTURA","CARRER CARME 47, BARCELONA, SPAIN, 08001"
"LLENGUA SOCIETAT I COMUNICACIO","1697-5928","1697-5928","UNIV BARCELONA, SERVEI PUBLICACIONS","C ADOLF FLORENSA S-N, BARCELONA, SPAIN, 08028"
"LOBACHEVSKII JOURNAL OF MATHEMATICS","1995-0802","1818-9962","MAIK NAUKA/INTERPERIODICA/SPRINGER","233 SPRING ST, NEW YORK, USA, NY, 10013-1578"
"LOCAL AND REGIONAL ANESTHESIA","1178-7112","1178-7112","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752"
"LOCAL ECONOMY","0269-0942","1470-9325","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"LOCALE-THE AUSTRALIAN-PACIFIC JOURNAL OF REGIONAL FOOD STUDIES","2200-5005","2200-5005","SOUTHERN CROSS UNIV, REGIONAL FOOD RESEARCH NETWORK","PO BOX 157, LISMORE, AUSTRALIA, NSW, 2480"
"LOGFORUM","1895-2038","1734-459X","POZNAN SCH LOGISTICS","UL E ESTKOWSKIEGO 6, POZNAN, POLAND, 61-755"
"LOGGIA ARQUITECTURA & RESTAURACION","1136-758X","2444-1619","UNIV POLITECNICA VALENCIA, EDITORIAL UPV","CAMINO VERA S-N, VALENCIA, SPAIN, 46022"
"LOGIC AND LOGICAL PHILOSOPHY","1425-3305","2300-9802","NICOLAUS COPERNICUS UNIV TORUN","JURIJA GAGARINA 11, TORUN, POLAND, 87-100"
"LOGOS","0869-5377","0869-5377","GAIDAR INST ECONOMIC POLICY","GAZETNYI PER, 5, MOSCOW, RUSSIA, 125993"
"LOGOS-ANALES DEL SEMINARIO DE METAFISICA","1575-6866","1988-3242","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040"
"LOGOS CIENCIA & TECNOLOGIA","2145-549X","2422-4200","POLICIA NAC COLOMBIA","CENTRO INVESTIGACIONES CRIMINOLOGICAS DIJIN, AVE EL DORADO 75-25, BOGOTA, COLOMBIA, 00000"
"LOGOS-JOURNAL OF THE WORLD PUBLISHING COMMUNITY","0957-9656","1878-4712","BRILL ACADEMIC PUBLISHERS","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA"
"LOGOS-REVISTA DE LINGUISTICA FILOSOFIA Y LITERATURA","0716-7520","0719-3262","UNIV SERENA, FAC HUMANIDADES","CASILLA 599 LA SERENA, COQUIMBO, CHILE, 00000"
"LOISIR & SOCIETE-SOCIETY AND LEISURE","0705-3436","1705-0154","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"LONDON REVIEW OF EDUCATION","1474-8460","1474-8479","UCL IOE PRESS, UCL INST EDUCATION","20 BEDFORD WAY, LONDON, ENGLAND, WC1H OAL"
"LONDON REVIEW OF INTERNATIONAL LAW","2050-6325","2050-6333","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"LOQUENS","2386-2637","2386-2637","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","VITRUVIO 8, MADRID, SPAIN, 28006"
"LOUVAIN STUDIES","0024-6964","1783-161X","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000"
"LUBRICANTS","2075-4442","2075-4442","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"LUCENTUM","0213-2338","1989-9904","UNIV ALICANTE","APARTADO DE CORREOS 99, ALICANTE, SPAIN, 3080"
"LUMEN-EIGHTEENTH-CENTURY STUDIES-D ETUDE DU DIX-HUITIEME","1209-3696","1927-8284","PRESSES UNIV MONTREAL","PO BOX 6128, SUCCURSALE A, 3744 RUE JEAN-BRILLANT, MONTREAL, CANADA, QUEBEC, H3T 1P1"
"LUNG CANCER MANAGEMENT","1758-1966","1758-1974","FUTURE MEDICINE LTD","UNITEC HOUSE, 3RD FLOOR, 2 ALBERT PLACE, FINCHLEY CENTRAL, LONDON, ENGLAND, N3 1QB"
"LUNG CANCER-TARGETS AND THERAPY","1179-2728","1179-2728","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752"
"LUNG INDIA","0970-2113","0974-598X","WOLTERS KLUWER MEDKNOW PUBLICATIONS","WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, INDIA, 400059"
"LUPUS SCIENCE & MEDICINE","2053-8790","2053-8790","BMJ PUBLISHING GROUP","BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR"
